"Symbol"	"Entrez"	"Description"
"KRTAP4-3"	"85290"	"keratin associated protein 4-3"
"FAT4"	"79633"	"FAT atypical cadherin 4"
"LINC03042"	"-"	"-"
"COLCA1"	"399948"	"colorectal cancer associated 1"
"KIF19"	"124602"	"kinesin family member 19"
"OR6K2"	"81448"	"olfactory receptor family 6 subfamily K member 2"
"ZNF681"	"148213"	"zinc finger protein 681"
"ACADSB"	"36"	"acyl-CoA dehydrogenase short/branched chain"
"STK40"	"83931"	"serine/threonine kinase 40"
"RPS2P4"	"-"	"-"
"OR10J1"	"26476"	"olfactory receptor family 10 subfamily J member 1"
"TMEM63A"	"9725"	"transmembrane protein 63A"
"CTSE"	"1510"	"cathepsin E"
"SEMA4A"	"64218"	"semaphorin 4A"
"HRCT1"	"646962"	"histidine rich carboxyl terminus 1"
"MPHOSPH8"	"54737"	"M-phase phosphoprotein 8"
"RNF216P1"	"441191"	"ring finger protein 216 pseudogene 1"
"EEF1A1P5"	"-"	"-"
"GREB1"	"9687"	"growth regulating estrogen receptor binding 1"
"SIRPB2"	"284759"	"signal regulatory protein beta 2"
"ZNF766"	"90321"	"zinc finger protein 766"
"RYR1"	"6261"	"ryanodine receptor 1"
"SRGAP3"	"9901"	"SLIT-ROBO Rho GTPase activating protein 3"
"KRTAP5-3"	"387266"	"keratin associated protein 5-3"
"FAM217B"	"63939"	"family with sequence similarity 217 member B"
"SULT1C3"	"442038"	"sulfotransferase family 1C member 3"
"TUBB"	"203068"	"tubulin beta class I"
"LCOR"	"84458"	"ligand dependent nuclear receptor corepressor"
"SUPT5H"	"6829"	"SPT5 homolog, DSIF elongation factor subunit"
"XPNPEP3"	"63929"	"X-prolyl aminopeptidase 3"
"OR2T2"	"401992"	"olfactory receptor family 2 subfamily T member 2"
"OR2C3"	"148824"	"olfactory receptor family 2 subfamily C member 3"
"LINC00615"	"439916"	"long intergenic non-protein coding RNA 615"
"ZNF107"	"51427"	"zinc finger protein 107"
"OR10S1"	"219873"	"olfactory receptor family 10 subfamily S member 1"
"SFTA2"	"389376"	"surfactant associated 2"
"PPIA"	"5478"	"peptidylprolyl isomerase A"
"ZNF471"	"57573"	"zinc finger protein 471"
"OR10J3"	"-"	"-"
"ZNF836"	"162962"	"zinc finger protein 836"
"ZNF493"	"284443"	"zinc finger protein 493"
"LINC00523"	"283601"	"long intergenic non-protein coding RNA 523"
"GTF2IRD2"	"84163"	"GTF2I repeat domain containing 2"
"GRM7"	"2917"	"glutamate metabotropic receptor 7"
"SUPT3H"	"8464"	"SPT3 homolog, SAGA and STAGA complex component"
"BECN2"	"441925"	"beclin 2"
"NIF3L1"	"60491"	"NGG1 interacting factor 3 like 1"
"GARS1-DT"	"-"	"-"
"ATP2A1"	"487"	"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1"
"HLA-DRB9"	"-"	"-"
"GUSBP15"	"-"	"-"
"IARS1"	"3376"	"isoleucyl-tRNA synthetase 1"
"POM121"	"9883"	"POM121 transmembrane nucleoporin"
"ZBTB44"	"29068"	"zinc finger and BTB domain containing 44"
"GIMAP5"	"55340"	"GTPase, IMAP family member 5"
"STK31"	"56164"	"serine/threonine kinase 31"
"CGB7"	"94027"	"chorionic gonadotropin subunit beta 7"
"NLGN3"	"54413"	"neuroligin 3"
"OR8D1"	"283159"	"olfactory receptor family 8 subfamily D member 1"
"ADH7"	"131"	"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide"
"ZKSCAN7"	"55888"	"zinc finger with KRAB and SCAN domains 7"
"ZNF729"	"100287226"	"zinc finger protein 729"
"CD55"	"1604"	"CD55 molecule (Cromer blood group)"
"CPNE4"	"131034"	"copine 4"
"ZNF565"	"147929"	"zinc finger protein 565"
"NTNG2"	"84628"	"netrin G2"
"ELAVL3"	"1995"	"ELAV like RNA binding protein 3"
"WDR5"	"11091"	"WD repeat domain 5"
"PRSS29P"	"-"	"-"
"LONP1"	"9361"	"lon peptidase 1, mitochondrial"
"C9orf163"	"158055"	"chromosome 9 putative open reading frame 163"
"TRRAP"	"8295"	"transformation/transcription domain associated protein"
"NUDT11"	"55190"	"nudix hydrolase 11"
"SRGAP2B"	"647135"	"SLIT-ROBO Rho GTPase activating protein 2B"
"FUT4"	"2526"	"fucosyltransferase 4"
"ASB13"	"79754"	"ankyrin repeat and SOCS box containing 13"
"SLC35F1"	"222553"	"solute carrier family 35 member F1"
"ZNF34"	"80778"	"zinc finger protein 34"
"OR4Q2"	"-"	"-"
"ZNF140"	"7699"	"zinc finger protein 140"
"INCA1"	"388324"	"inhibitor of CDK, cyclin A1 interacting protein 1"
"ENSG00000196390"	"-"	"-"
"ZNF774"	"342132"	"zinc finger protein 774"
"ENSG00000196395"	"-"	"-"
"PTPN1"	"5770"	"protein tyrosine phosphatase non-receptor type 1"
"OR10D1P"	"-"	"-"
"EVL"	"51466"	"Enah/Vasp-like"
"SPANXD"	"64648"	"SPANX family member D"
"THEM5"	"284486"	"thioesterase superfamily member 5"
"NOXO1"	"124056"	"NADPH oxidase organizer 1"
"EPHB4"	"2050"	"EPH receptor B4"
"PRTN3"	"5657"	"proteinase 3"
"ZNF765"	"91661"	"zinc finger protein 765"
"ZNF124"	"7678"	"zinc finger protein 124"
"XRCC6"	"2547"	"X-ray repair cross complementing 6"
"S100A5"	"6276"	"S100 calcium binding protein A5"
"C20orf204"	"284739"	"chromosome 20 open reading frame 204"
"PPP1R26"	"9858"	"protein phosphatase 1 regulatory subunit 26"
"NBPF4"	"148545"	"NBPF member 4"
"TSC22D2"	"9819"	"TSC22 domain family member 2"
"CRYBA4"	"1413"	"crystallin beta A4"
"NPIPB15"	"124907807"	"nuclear pore complex interacting protein family member B15"
"ZNF569"	"148266"	"zinc finger protein 569"
"ARMCX4"	"100131755"	"armadillo repeat containing X-linked 4"
"YRDC"	"79693"	"yrdC N6-threonylcarbamoyltransferase domain containing"
"ZNF777"	"27153"	"zinc finger protein 777"
"PIK3R4"	"30849"	"phosphoinositide-3-kinase regulatory subunit 4"
"ZNF775"	"285971"	"zinc finger protein 775"
"ZNF605"	"100289635"	"zinc finger protein 605"
"TRAPPC2"	"6399"	"trafficking protein particle complex subunit 2"
"RFX8"	"731220"	"regulatory factor X8"
"MYL6B"	"140465"	"myosin light chain 6B"
"ZNF799"	"90576"	"zinc finger protein 799"
"FGF16"	"8823"	"fibroblast growth factor 16"
"SIAH1"	"6477"	"siah E3 ubiquitin protein ligase 1"
"ENSG00000196472"	"-"	"-"
"GK2"	"2712"	"glycerol kinase 2"
"C20orf96"	"140680"	"chromosome 20 open reading frame 96"
"ESRRG"	"2104"	"estrogen related receptor gamma"
"IPO4"	"79711"	"importin 4"
"NCOR2"	"9612"	"nuclear receptor corepressor 2"
"SULT1A1"	"6817"	"sulfotransferase family 1A member 1"
"ARL9"	"132946"	"ADP ribosylation factor like GTPase 9"
"PRPF40A"	"55660"	"pre-mRNA processing factor 40 homolog A"
"GDAP2"	"54834"	"ganglioside induced differentiation associated protein 2"
"TCEAL3"	"85012"	"transcription elongation factor A like 3"
"ANAPC7"	"51434"	"anaphase promoting complex subunit 7"
"TPK1"	"27010"	"thiamin pyrophosphokinase 1"
"SLC6A9"	"6536"	"solute carrier family 6 member 9"
"AFAP1"	"60312"	"actin filament associated protein 1"
"NACA"	"4666"	"nascent polypeptide associated complex subunit alpha"
"OR9K1P"	"-"	"-"
"MYO18A"	"399687"	"myosin XVIIIA"
"OR2T3"	"343173"	"olfactory receptor family 2 subfamily T member 3"
"SPTSSB"	"165679"	"serine palmitoyltransferase small subunit B"
"BORCS6"	"54785"	"BLOC-1 related complex subunit 6"
"MAN2A2"	"4122"	"mannosidase alpha class 2A member 2"
"MME"	"4311"	"membrane metalloendopeptidase"
"FAM72A"	"729533"	"family with sequence similarity 72 member A"
"CCDC196"	"440184"	"coiled-coil domain containing 196"
"CACNA1H"	"8912"	"calcium voltage-gated channel subunit alpha1 H"
"SULF2"	"55959"	"sulfatase 2"
"BLOC1S6P1"	"-"	"-"
"HBG2"	"3048"	"hemoglobin subunit gamma 2"
"ENSG00000196566"	"-"	"-"
"LAMA2"	"3908"	"laminin subunit alpha 2"
"PFN3"	"345456"	"profilin 3"
"PLXNB2"	"23654"	"plexin B2"
"OR5AC2"	"81050"	"olfactory receptor family 5 subfamily AC member 2"
"AJAP1"	"55966"	"adherens junctions associated protein 1"
"XRCC2"	"7516"	"X-ray repair cross complementing 2"
"MYO6"	"4646"	"myosin VI"
"MRTFA"	"57591"	"myocardin related transcription factor A"
"MBD3L2B"	"729458"	"methyl-CpG binding domain protein 3 like 2B"
"HDAC2"	"3066"	"histone deacetylase 2"
"ANKRD20A19P"	"-"	"-"
"ZNF782"	"158431"	"zinc finger protein 782"
"SLC22A25"	"387601"	"solute carrier family 22 member 25"
"POTEF"	"728378"	"POTE ankyrin domain family member F"
"ZNF846"	"100505555"	"zinc finger protein 846"
"MMP1"	"4312"	"matrix metallopeptidase 1"
"ADH1B"	"125"	"alcohol dehydrogenase 1B (class I), beta polypeptide"
"UGT2B15"	"7366"	"UDP glucuronosyltransferase family 2 member B15"
"TCF4"	"6925"	"transcription factor 4"
"WNK3"	"65267"	"WNK lysine deficient protein kinase 3"
"LUADT1"	"106182249"	"lung adenocarcinoma associated transcript 1"
"SDHAF3"	"57001"	"succinate dehydrogenase complex assembly factor 3"
"HRH1"	"3269"	"histamine receptor H1"
"RABL6"	"55684"	"RAB, member RAS oncogene family like 6"
"ZNF136"	"7695"	"zinc finger protein 136"
"ZKSCAN5"	"23660"	"zinc finger with KRAB and SCAN domains 5"
"ZNF502"	"91392"	"zinc finger protein 502"
"TRAPPC4"	"51399"	"trafficking protein particle complex subunit 4"
"ENSG00000196656"	"-"	"-"
"IFT70B"	"150737"	"intraflagellar transport 70B"
"SLC30A10"	"55532"	"solute carrier family 30 member 10"
"TECPR2"	"9895"	"tectonin beta-propeller repeat containing 2"
"TLR7"	"51284"	"toll like receptor 7"
"FAM180B"	"399888"	"family with sequence similarity 180 member B"
"LINC00173"	"100287569"	"long intergenic non-protein coding RNA 173"
"ZFP62"	"643836"	"ZFP62 zinc finger protein"
"ERI2"	"112479"	"ERI1 exoribonuclease family member 2"
"TOMM7"	"107986346"	"translocase of outer mitochondrial membrane 7"
"HSH2D"	"84941"	"hematopoietic SH2 domain containing"
"TRPV1"	"7442"	"transient receptor potential cation channel subfamily V member 1"
"ZNF33B"	"7582"	"zinc finger protein 33B"
"PDXDC2P-NPIPB14P"	"283970"	"PDXDC2P-NPIPB14P readthrough, transcribed pseudogene"
"ZNF512B"	"57473"	"zinc finger protein 512B"
"AMZ2"	"51321"	"archaelysin family metallopeptidase 2"
"ZNF431"	"170959"	"zinc finger protein 431"
"ALKAL1"	"389658"	"ALK and LTK ligand 1"
"NF1"	"4763"	"neurofibromin 1"
"VKORC1L1"	"154807"	"vitamin K epoxide reductase complex subunit 1 like 1"
"ZNF418"	"147686"	"zinc finger protein 418"
"DAPK1"	"1612"	"death associated protein kinase 1"
"LCE1B"	"353132"	"late cornified envelope 1B"
"HLA-DQA1"	"3117"	"major histocompatibility complex, class II, DQ alpha 1"
"COL27A1"	"85301"	"collagen type XXVII alpha 1 chain"
"LINC01560"	"-"	"-"
"GM2A"	"2760"	"ganglioside GM2 activator"
"H2AC13"	"8329"	"H2A clustered histone 13"
"CLPSL2"	"389383"	"colipase like 2"
"S100A2"	"6273"	"S100 calcium binding protein A2"
"SNHG17"	"388796"	"small nucleolar RNA host gene 17"
"ZNF700"	"90592"	"zinc finger protein 700"
"LINC02991"	"401040"	"long intergenic non-protein coding RNA 2991"
"POU3F4"	"5456"	"POU class 3 homeobox 4"
"OR14A16"	"284532"	"olfactory receptor family 14 subfamily A member 16"
"CD47"	"961"	"CD47 molecule"
"OR52K1"	"390036"	"olfactory receptor family 52 subfamily K member 1"
"TLE1"	"7088"	"TLE family member 1, transcriptional corepressor"
"MAML3"	"55534"	"mastermind like transcriptional coactivator 3"
"H2AC11"	"8329"	"H2A clustered histone 13"
"STRN3"	"29966"	"striatin 3"
"ZNF239"	"8187"	"zinc finger protein 239"
"NPIPB10P"	"-"	"-"
"SPINK14"	"408187"	"serine peptidase inhibitor Kazal type 14 (putative)"
"SPRR2B"	"6701"	"small proline rich protein 2B"
"CTBP1-DT"	"-"	"-"
"CHRNG"	"1146"	"cholinergic receptor nicotinic gamma subunit"
"ZSCAN16"	"80345"	"zinc finger and SCAN domain containing 16"
"MVB12B"	"89853"	"multivesicular body subunit 12B"
"ILRUN"	"64771"	"inflammation and lipid regulator with UBA-like and NBR1-like domains"
"ENSG00000196826"	"-"	"-"
"OR11G2"	"390439"	"olfactory receptor family 11 subfamily G member 2"
"POTEI"	"653269"	"POTE ankyrin domain family member I"
"ADA"	"100"	"adenosine deaminase"
"ARID5A"	"10865"	"AT-rich interaction domain 5A"
"PATE2"	"399967"	"prostate and testis expressed 2"
"PPTC7"	"160760"	"protein phosphatase targeting COQ7"
"KRT39"	"390792"	"keratin 39"
"TOMM20L"	"387990"	"translocase of outer mitochondrial membrane 20 like"
"RGPD4"	"285190"	"RANBP2 like and GRIP domain containing 4"
"NHLRC2"	"374354"	"NHL repeat containing 2"
"H2AC7"	"3013"	"H2A clustered histone 7"
"ZFP28"	"140612"	"ZFP28 zinc finger protein"
"CRACDL"	"343990"	"CRACD like"
"ZNG1C"	"220869"	"Zn regulated GTPase metalloprotein activator 1E"
"SCN8A"	"6334"	"sodium voltage-gated channel alpha subunit 8"
"LAMB3"	"3914"	"laminin subunit beta 3"
"H2BC26"	"128312"	"H2B clustered histone 26"
"ENSG00000196893"	"-"	"-"
"SPMIP10"	"389320"	"sperm associated microtubule inner protein 10"
"KPNA5"	"3841"	"karyopherin subunit alpha 5"
"ANKRD36B"	"57730"	"ankyrin repeat domain 36B"
"ARHGEF12"	"23365"	"Rho guanine nucleotide exchange factor 12"
"HCAR1"	"27198"	"hydroxycarboxylic acid receptor 1"
"PDLIM7"	"9260"	"PDZ and LIM domain 7"
"FLNA"	"2316"	"filamin A"
"TMEM26"	"219623"	"transmembrane protein 26"
"RPS26P11"	"-"	"-"
"SRGAP1"	"57522"	"SLIT-ROBO Rho GTPase activating protein 1"
"FAM3C"	"10447"	"FAM3 metabolism regulating signaling molecule C"
"NOP9"	"161424"	"NOP9 nucleolar protein"
"OR2T4"	"127074"	"olfactory receptor family 2 subfamily T member 4"
"ZNF705A"	"440077"	"zinc finger protein 705A"
"SLC39A10"	"57181"	"solute carrier family 39 member 10"
"SCOC-AS1"	"100129858"	"SCOC antisense RNA 1"
"CASP4"	"837"	"caspase 4"
"AP2A1"	"160"	"adaptor related protein complex 2 subunit alpha 1"
"ZNF585A"	"199704"	"zinc finger protein 585A"
"FUT11"	"170384"	"fucosyltransferase 11"
"SMIM10L2B"	"644596"	"small integral membrane protein 10 like 2B"
"ANXA4"	"307"	"annexin A4"
"LAGE3"	"8270"	"L antigen family member 3"
"GPRACR"	"401554"	"GPR107 adjacent cis regulating lncRNA"
"WDR5B"	"54554"	"WD repeat domain 5B"
"FAM163B"	"642968"	"family with sequence similarity 163 member B"
"NPIPB9"	"100507607"	"nuclear pore complex interacting protein family member B9"
"WDR45"	"11152"	"WD repeat domain 45"
"METTL9"	"51108"	"methyltransferase 9, His-X-His N1-histidine"
"ZNF138"	"7697"	"zinc finger protein 138"
"ZNF429"	"353088"	"zinc finger protein 429"
"ZNF470"	"388566"	"zinc finger protein 470"
"SERTAD1"	"29950"	"SERTA domain containing 1"
"ZNF100"	"163227"	"zinc finger protein 100"
"EOLA2"	"541578"	"endothelium and lymphocyte associated ASCH domain 2"
"OR51A6P"	"-"	"-"
"ZNF398"	"57541"	"zinc finger protein 398"
"ZSCAN25"	"221785"	"zinc finger and SCAN domain containing 25"
"RBMY1A3P"	"-"	"-"
"ANXA6"	"309"	"annexin A6"
"ZNF441"	"126068"	"zinc finger protein 441"
"GMFB"	"2764"	"glia maturation factor beta"
"SIGLEC15"	"284266"	"sialic acid binding Ig like lectin 15"
"ZNF420"	"147923"	"zinc finger protein 420"
"ZNF763"	"284390"	"zinc finger protein 763"
"ZMYM1"	"79830"	"zinc finger MYM-type containing 1"
"DTHD1"	"401124"	"death domain containing 1"
"H4C3"	"8364"	"H4 clustered histone 3"
"ZSCAN26"	"7741"	"zinc finger and SCAN domain containing 26"
"MAFG"	"4097"	"MAF bZIP transcription factor G"
"OR2T32P"	"-"	"-"
"ARRDC1"	"92714"	"arrestin domain containing 1"
"KIAA1671"	"85379"	"KIAA1671"
"KRT35"	"3886"	"keratin 35"
"IGF2R"	"3482"	"insulin like growth factor 2 receptor"
"LCE1C"	"353133"	"late cornified envelope 1C"
"NPSR1-AS1"	"404744"	"NPSR1 antisense RNA 1"
"GOLGA6L16P"	"-"	"-"
"GAL3ST4"	"79690"	"galactose-3-O-sulfotransferase 4"
"HRG-AS1"	"-"	"-"
"DYNC1H1"	"1778"	"dynein cytoplasmic 1 heavy chain 1"
"SLC6A17"	"388662"	"solute carrier family 6 member 17"
"IFNL3"	"282617"	"interferon lambda 3"
"PCBP2"	"5094"	"poly(rC) binding protein 2"
"ZGPAT"	"84619"	"zinc finger CCCH-type and G-patch domain containing"
"SLC25A29"	"123096"	"solute carrier family 25 member 29"
"PGAP1"	"80055"	"post-GPI attachment to proteins inositol deacylase 1"
"SRC"	"6714"	"SRC proto-oncogene, non-receptor tyrosine kinase"
"ZNF679"	"168417"	"zinc finger protein 679"
"ZNF682"	"91120"	"zinc finger protein 682"
"OR8B8"	"26493"	"olfactory receptor family 8 subfamily B member 8"
"ZNF772"	"400720"	"zinc finger protein 772"
"ZNF257"	"113835"	"zinc finger protein 257"
"PCNX3"	"399909"	"pecanex 3"
"ADAM32"	"203102"	"ADAM metallopeptidase domain 32"
"ACSL5"	"51703"	"acyl-CoA synthetase long chain family member 5"
"LRRC8B"	"23507"	"leucine rich repeat containing 8 VRAC subunit B"
"ENSG00000197149"	"-"	"-"
"ABCB8"	"11194"	"ATP binding cassette subfamily B member 8"
"H3C12"	"8356"	"H3 clustered histone 12"
"SND1"	"27044"	"staphylococcal nuclease and tudor domain containing 1"
"OR4C4P"	"-"	"-"
"ZNF785"	"146540"	"zinc finger protein 785"
"SULT1A2"	"6799"	"sulfotransferase family 1A member 2"
"NEK5"	"341676"	"NIMA related kinase 5"
"PSMD12"	"5718"	"proteasome 26S subunit, non-ATPase 12"
"OR2B4P"	"-"	"-"
"MAGEA6"	"4102"	"MAGE family member A6"
"LINC02291"	"100129345"	"long intergenic non-protein coding RNA 2291"
"ADGRA1"	"84435"	"adhesion G protein-coupled receptor A1"
"ATP6AP1-DT"	"158960"	"ATP6AP1 divergent transcript"
"PIWIL2"	"55124"	"piwi like RNA-mediated gene silencing 2"
"MIRLET7BHG"	"124905135"	"MIRLET7B host gene"
"NOL4L"	"140688"	"nucleolar protein 4 like"
"SSX11P"	"-"	"-"
"CYSRT1"	"375791"	"cysteine rich tail 1"
"SLC22A4"	"6583"	"solute carrier family 22 member 4"
"ENSG00000197210"	"-"	"-"
"ZSCAN5B"	"342933"	"zinc finger and SCAN domain containing 5B"
"TCEA1P1"	"-"	"-"
"ENTPD4"	"9583"	"ectonucleoside triphosphate diphosphohydrolase 4"
"C1D"	"10438"	"C1D nuclear receptor corepressor"
"TBC1D9B"	"23061"	"TBC1 domain family member 9B"
"OR1J2"	"26740"	"olfactory receptor family 1 subfamily J member 2"
"H4C11"	"8363"	"H4 clustered histone 11"
"SLC2A7"	"155184"	"solute carrier family 2 member 7"
"FAM110D"	"79927"	"family with sequence similarity 110 member D"
"SERPINA1"	"5265"	"serpin family A member 1"
"LINC00336"	"401253"	"long intergenic non-protein coding RNA 336"
"TPSB2"	"64499"	"tryptase beta 2"
"ENSG00000197254"	"-"	"-"
"KANK2"	"25959"	"KN motif and ankyrin repeat domains 2"
"EIF4BP6"	"-"	"-"
"C6orf141"	"135398"	"chromosome 6 open reading frame 141"
"GTF2E2"	"2961"	"general transcription factor IIE subunit 2"
"IL27"	"246778"	"interleukin 27"
"GUCA2A"	"2980"	"guanylate cyclase activator 2A"
"RAD54B"	"25788"	"RAD54 homolog B"
"ZNF165"	"7718"	"zinc finger protein 165"
"SYNGAP1"	"8831"	"synaptic Ras GTPase activating protein 1"
"RAMP2-AS1"	"100190938"	"RAMP2 antisense RNA 1"
"FITM2"	"128486"	"fat storage inducing transmembrane protein 2"
"BLM"	"641"	"BLM RecQ like helicase"
"HMGA2-AS1"	"100129940"	"HMGA2 antisense RNA 1"
"KRBOX5"	"124411"	"KRAB box domain containing 5"
"GATA3-AS1"	"399717"	"GATA3 antisense RNA 1"
"OR10D3"	"26497"	"olfactory receptor family 10 subfamily D member 3"
"DDI2"	"84301"	"DNA damage inducible 1 homolog 2"
"ENSG00000197320"	"-"	"-"
"SVIL"	"6840"	"supervillin"
"TMEM132E-DT"	"400591"	"TMEM132E divergent transcript"
"TRIM33"	"51592"	"tripartite motif containing 33"
"LRP10"	"26020"	"LDL receptor related protein 10"
"PELI1"	"57162"	"pellino E3 ubiquitin protein ligase 1"
"ENSG00000197332"	"-"	"-"
"ZNF655"	"79027"	"zinc finger protein 655"
"MRPL21"	"219927"	"mitochondrial ribosomal protein L21"
"LYPD2"	"137797"	"LY6/PLAUR domain containing 2"
"UAP1L1"	"91373"	"UDP-N-acetylglucosamine pyrophosphorylase 1 like 1"
"BNIP3P1"	"-"	"-"
"ZNF98"	"148198"	"zinc finger protein 98"
"FBXL22"	"283807"	"F-box and leucine rich repeat protein 22"
"ZNF786"	"136051"	"zinc finger protein 786"
"ZNF517"	"340385"	"zinc finger protein 517"
"S100A7L2"	"-"	"-"
"ZNF675"	"171392"	"zinc finger protein 675"
"SLC22A5"	"6584"	"solute carrier family 22 member 5"
"ENSG00000197376"	"-"	"-"
"DACT3"	"147906"	"dishevelled binding antagonist of beta catenin 3"
"ADARB1"	"104"	"adenosine deaminase RNA specific B1"
"ZNF860"	"344787"	"zinc finger protein 860"
"HTT"	"3064"	"huntingtin"
"OR6N1"	"128372"	"olfactory receptor family 6 subfamily N member 1"
"C5AR1"	"728"	"complement C5a receptor 1"
"DIO3"	"1735"	"iodothyronine deiodinase 3"
"CYP2B6"	"1555"	"cytochrome P450 family 2 subfamily B member 6"
"H3C4"	"8351"	"H3 clustered histone 4"
"DCHS2"	"54798"	"dachsous cadherin-related 2"
"VEPH1"	"79674"	"ventricular zone expressed PH domain containing 1"
"FABP12"	"646486"	"fatty acid binding protein 12"
"SHPK"	"23729"	"sedoheptulokinase"
"GGT3P"	"-"	"-"
"OR51D1"	"390038"	"olfactory receptor family 51 subfamily D member 1"
"IPP"	"3652"	"intracisternal A particle-promoted polypeptide"
"OPALIN"	"93377"	"oligodendrocytic myelin paranodal and inner loop protein"
"OR13G1"	"441933"	"olfactory receptor family 13 subfamily G member 1"
"MAP3K5"	"4217"	"mitogen-activated protein kinase kinase kinase 5"
"OGDHL"	"55753"	"oxoglutarate dehydrogenase L"
"CYP2F1"	"1572"	"cytochrome P450 family 2 subfamily F member 1"
"GSTK1"	"373156"	"glutathione S-transferase kappa 1"
"HNRNPAB"	"3182"	"heterogeneous nuclear ribonucleoprotein A/B"
"OR2L5"	"81466"	"olfactory receptor family 2 subfamily L member 5"
"STMN3"	"50861"	"stathmin 3"
"PDGFA"	"5154"	"platelet derived growth factor subunit A"
"ENSG00000197462"	"-"	"-"
"GYPE"	"2996"	"glycophorin E (MNS blood group)"
"COL13A1"	"1305"	"collagen type XIII alpha 1 chain"
"OR7E85BP"	"-"	"-"
"SPN"	"6693"	"sialophorin"
"ZNF695"	"57116"	"zinc finger protein 695"
"ENSG00000197476"	"-"	"-"
"PCDHB11"	"56125"	"protocadherin beta 11"
"ZNF628"	"89887"	"zinc finger protein 628"
"GALP"	"85569"	"galanin like peptide"
"SLC2A10"	"81031"	"solute carrier family 2 member 10"
"ZNF665"	"79788"	"zinc finger protein 665"
"RPF2"	"84154"	"ribosome production factor 2 homolog"
"LINC00477"	"144360"	"long intergenic non-protein coding RNA 477"
"SLC28A3"	"64078"	"solute carrier family 28 member 3"
"FAM177B"	"400823"	"family with sequence similarity 177 member B"
"MIB2"	"142678"	"MIB E3 ubiquitin protein ligase 2"
"OR6Y1"	"391112"	"olfactory receptor family 6 subfamily Y member 1"
"MYO5A"	"4644"	"myosin VA"
"IRF1-AS1"	"-"	"-"
"GZMM"	"3004"	"granzyme M"
"ATG7"	"10533"	"autophagy related 7"
"ENSG00000197550"	"-"	"-"
"SIPA1L1"	"26037"	"signal induced proliferation associated 1 like 1"
"IFT70A"	"92104"	"intraflagellar transport 70A"
"SSPOP"	"-"	"-"
"ELANE"	"1991"	"elastase, neutrophil expressed"
"RAB40C"	"57799"	"RAB40C, member RAS oncogene family"
"PIGN"	"23556"	"phosphatidylinositol glycan anchor biosynthesis class N"
"COL4A6"	"1288"	"collagen type IV alpha 6 chain"
"ZNF624"	"57547"	"zinc finger protein 624"
"ANKRD13C-DT"	"11147"	"ANKRD13C divergent transcript"
"RPS17P2"	"-"	"-"
"HOXA4"	"3201"	"homeobox A4"
"TOPORS"	"10210"	"TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase"
"BCO2"	"83875"	"beta-carotene oxygenase 2"
"GPX1P1"	"-"	"-"
"KCNMB2"	"10242"	"potassium calcium-activated channel subfamily M regulatory beta subunit 2"
"ENSG00000197585"	"-"	"-"
"ENTPD6"	"955"	"ectonucleoside triphosphate diphosphohydrolase 6"
"DMBX1"	"127343"	"diencephalon/mesencephalon homeobox 1"
"OR11L1"	"391189"	"olfactory receptor family 11 subfamily L member 1"
"ENPP1"	"5167"	"ectonucleotide pyrophosphatase/phosphodiesterase 1"
"ATP11AUN"	"400165"	"ATP11A upstream neighbor lncRNA"
"CCDC154"	"645811"	"coiled-coil domain containing 154"
"FAR1"	"84188"	"fatty acyl-CoA reductase 1"
"CPLANE1"	"65250"	"ciliogenesis and planar polarity effector complex subunit 1"
"ZNF841"	"284371"	"zinc finger protein 841"
"MFAP5"	"8076"	"microfibril associated protein 5"
"MYH6"	"4624"	"myosin heavy chain 6"
"VN1R5"	"317705"	"vomeronasal 1 receptor 5 (gene/pseudogene)"
"ZNF615"	"284370"	"zinc finger protein 615"
"EOLA1"	"91966"	"endothelium and lymphocyte associated ASCH domain 1"
"CDC42SE1"	"56882"	"CDC42 small effector 1"
"UBE2Q2P12"	"-"	"-"
"MPEG1"	"219972"	"macrophage expressed 1"
"SERPINB2"	"5055"	"serpin family B member 2"
"DPP4"	"1803"	"dipeptidyl peptidase 4"
"SERPINB13"	"5275"	"serpin family B member 13"
"ENSG00000197644"	"-"	"-"
"PDCD1LG2"	"80380"	"programmed cell death 1 ligand 2"
"ZNF433"	"163059"	"zinc finger protein 433"
"CCER1"	"196477"	"coiled-coil glutamate rich protein 1"
"DNAH10"	"196385"	"dynein axonemal heavy chain 10"
"SLC22A24"	"283238"	"solute carrier family 22 member 24"
"ENSG00000197665"	"-"	"-"
"ZNF217-AS1"	"-"	"-"
"OR51C1P"	"401661"	"olfactory receptor family 51 subfamily C member 1 pseudogene"
"KRTAP26-1"	"388818"	"keratin associated protein 26-1"
"CBX3P7"	"-"	"-"
"SPTAN1"	"6709"	"spectrin alpha, non-erythrocytic 1"
"NMB"	"4828"	"neuromedin B"
"PARVA"	"55742"	"parvin alpha"
"KLHL14"	"57565"	"kelch like family member 14"
"OR6C74"	"254783"	"olfactory receptor family 6 subfamily C member 74"
"FAM114A1"	"92689"	"family with sequence similarity 114 member A1"
"RPE"	"6120"	"ribulose-5-phosphate-3-epimerase"
"ZNF460"	"10794"	"zinc finger protein 460"
"CR1L"	"1379"	"complement C3b/C4b receptor 1 like"
